,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
7829,U001,200769623,WAL-MAR systems,2020-03-30 07:33:48.277343750,2020.0,1930655128.0,2020-03-16,2020-03-31,2020-03-16,NAH4,45651.17,67,,,,16,3,2020,31,3,2020,16,3,2020,32,2983,
7830,U001,200881076,ALBERT llc,2020-04-19 18:42:19.554687500,2020.0,1930757478.0,2020-04-06,2020-04-21,2020-04-06,NAA8,104427.32,67,,,,6,4,2020,21,4,2020,6,4,2020,19,75,
7831,U001,200331749,SYSC ,2020-04-07 10:21:56.046875000,2020.0,1930670620.0,2020-03-18,2020-04-07,2020-03-18,NAD1,13438.05,67,,,,18,3,2020,7,4,2020,18,3,2020,26,2689,0-15
7832,U001,200769623,WAL-MAR associates,2020-04-17 15:19:49.765625000,2020.0,1930738731.0,2020-04-04,2020-04-19,2020-04-04,NAH4,45200.11,67,,,,4,4,2020,19,4,2020,4,4,2020,32,2976,
7833,U001,200769623,WAL-MAR foundation,2020-05-11 05:30:49.140625000,2020.0,1930832083.0,2020-04-28,2020-05-13,2020-04-28,NAH4,21622.15,67,,,,28,4,2020,13,5,2020,28,4,2020,32,2980,
7834,U001,200705742,DOT co,2020-03-26 18:44:47.445312500,2020.0,1930646940.0,2020-03-13,2020-03-28,2020-03-13,NAA8,2215.11,67,,,,13,3,2020,28,3,2020,13,3,2020,19,827,
7835,U001,200744019,TARG corporation,2020-04-02 23:44:41.906250000,2020.0,1930670167.0,2020-03-18,2020-04-02,2020-03-18,NAA8,80245.29,67,,,,18,3,2020,2,4,2020,18,3,2020,19,2774,0-15
7836,U001,100021540,MASTER foundation,2020-04-30 02:43:15.117187500,2020.0,1930809350.0,2020-04-21,2020-05-01,2020-04-21,NA10,15282.35,67,,,,21,4,2020,1,5,2020,21,4,2020,9,1775,
7837,CA02,140104340,COLABOR  in,2020-03-29 18:32:21.562500000,2020.0,2960619311.0,2020-03-07,2020-03-19,2020-03-09,CA10,381.93,67,,,,7,3,2020,19,3,2020,9,3,2020,5,564,0-15
7838,U001,200778870,C trust,2020-04-22 21:53:49.143066406,2020.0,1930763230.0,2020-04-08,2020-04-23,2020-04-08,NAA8,7328.81,67,,,,8,4,2020,23,4,2020,8,4,2020,19,414,
7839,U001,200744019,TARG systems,2020-04-14 04:35:40.562500000,2020.0,1930703256.0,2020-03-26,2020-04-10,2020-03-26,NAA8,3952.74,67,,,,26,3,2020,10,4,2020,26,3,2020,19,2778,0-15
7840,U001,200755701,ASSOCI us,2020-05-21 18:33:32.650390625,2020.0,1930862754.0,2020-05-07,2020-05-22,2020-05-07,NAA8,8483.93,67,,,,7,5,2020,22,5,2020,7,5,2020,19,2905,
7841,U001,200769623,WAL-MAR ,2020-05-02 11:59:56.750000000,2020.0,1930751953.0,2020-04-05,2020-04-20,2020-04-05,NAH4,1951.46,67,,,,5,4,2020,20,4,2020,5,4,2020,32,2975,0-15
7842,CA02,140104409,LOB llc,2020-04-09 14:04:22.828125000,2020.0,2960624664.0,2020-03-28,2020-04-11,2020-04-01,CA10,96529.89,67,,,,28,3,2020,11,4,2020,1,4,2020,5,1663,
7843,U001,200772670,ASSOCIAT ,2020-05-10 00:56:35.562011719,2020.0,1930827418.0,2020-04-25,2020-05-10,2020-04-25,NAU5,98514.68,67,,,,25,4,2020,10,5,2020,25,4,2020,47,176,0-15
7844,U001,200739534,OK systems,2020-03-26 18:58:56.273437500,2020.0,1930646553.0,2020-03-13,2020-03-28,2020-03-13,NAA8,86954.49,67,,,,13,3,2020,28,3,2020,13,3,2020,19,2017,
7845,U001,200397526,JAKE ,2020-04-07 02:42:20.843750000,2020.0,1930678756.0,2020-03-24,2020-04-08,2020-03-24,NAA8,19898.78,67,,,,24,3,2020,8,4,2020,24,3,2020,19,2905,
7846,U001,200707822,PUBLI corporation,2020-05-20 13:38:27.921875000,2020.0,1930870885.0,2020-05-06,2020-05-21,2020-05-06,NAA8,64841.11,67,,,,6,5,2020,21,5,2020,6,5,2020,19,2205,
7847,U001,200769623,WAL-MAR ,2020-04-16 17:29:25.031250000,2020.0,1930738046.0,2020-04-03,2020-04-18,2020-04-03,NAH4,27121.17,67,,,,3,4,2020,18,4,2020,3,4,2020,32,2975,
7848,U001,200759878,SA in,2020-05-17 14:23:59.777343750,2020.0,1930855155.0,2020-05-03,2020-05-18,2020-05-03,NAH4,22026.18,67,,,,3,5,2020,18,5,2020,3,5,2020,32,2376,
7849,U001,200769623,WAL-MAR co,2020-04-25 12:54:08.476562500,2020.0,1930778043.0,2020-04-12,2020-04-27,2020-04-12,NAH4,8292.41,67,,,,12,4,2020,27,4,2020,12,4,2020,32,2977,
7850,U001,200769623,WAL-MAR trust,2020-05-31 14:10:48.000000000,2020.0,1930849053.0,2020-05-02,2020-05-17,2020-05-02,NAH4,4699.59,67,,,,2,5,2020,17,5,2020,2,5,2020,32,2984,0-15
7851,U001,200418007,AM co,2020-05-07 08:03:34.921875000,2020.0,1930803016.0,2020-04-23,2020-05-08,2020-04-23,NAA8,2715.12,67,,,,23,4,2020,8,5,2020,23,4,2020,19,87,
7852,U013,100052167,FRESH  trust,2020-03-10 14:58:07.382812500,2020.0,1991840803.0,2020-03-10,2020-03-10,2020-03-10,NAVC,18871.4,67,,,,10,3,2020,10,3,2020,10,3,2020,54,2905,0-15
7853,CA02,140105686,SYSC us,2020-03-31 22:21:10.000000000,2020.0,2960618368.0,2020-03-05,2020-03-22,2020-03-12,CA10,105.71,67,,,,5,3,2020,22,3,2020,12,3,2020,5,2699,0-15
7854,U001,200769623,WAL-MAR trust,2020-05-20 20:11:05.046875000,2020.0,1930867211.0,2020-05-08,2020-05-23,2020-05-08,NAH4,14556.9,67,,,,8,5,2020,23,5,2020,8,5,2020,32,2984,
7855,U001,100031704,DELHAIZE co,2020-05-07 15:05:40.203125000,2020.0,1930827338.0,2020-04-25,2020-05-10,2020-04-25,NAA8,76398.36,67,,,,25,4,2020,10,5,2020,25,4,2020,19,736,
7856,U001,200149567,RESER corp,2020-05-05 05:27:46.625000000,2020.0,1930577329.0,2020-03-03,2020-04-17,2020-03-03,NABG,1996.8,67,,,,3,3,2020,17,4,2020,3,3,2020,23,2293,16-30
7857,U001,200759082,INGL co,2020-03-16 16:53:18.966796875,2020.0,1930587009.0,2020-03-02,2020-03-17,2020-03-02,NAA8,53561.48,67,,,,2,3,2020,17,3,2020,2,3,2020,19,1334,
7858,U001,200622385,US  us,2020-05-12 09:50:38.484375000,2020.0,1930835666.0,2020-04-29,2020-05-14,2020-04-29,NAA8,59070.41,67,,,,29,4,2020,14,5,2020,29,4,2020,19,2897,
7859,U001,200704858,WAKE foundation,2020-04-17 19:59:34.156250000,2020.0,1930729685.0,2020-04-02,2020-04-17,2020-04-02,NAA8,11504.91,67,,,,2,4,2020,17,4,2020,2,4,2020,19,2951,0-15
7860,U001,200762301,C&S WH ,2020-04-18 06:04:04.453125000,2020.0,1930750261.0,2020-04-05,2020-04-20,2020-04-05,NAC6,4107.01,67,,,,5,4,2020,20,4,2020,5,4,2020,24,432,
7861,U001,200700919,US  co,2020-04-27 07:20:18.156250000,2020.0,1930782514.0,2020-04-13,2020-04-28,2020-04-13,NAA8,11809.16,67,,,,13,4,2020,28,4,2020,13,4,2020,19,2889,
7862,U001,200752302,KROGER us,2020-03-20 17:47:23.679687500,2020.0,1930617544.0,2020-03-07,2020-03-22,2020-03-07,NAA8,88961.08,67,,,,7,3,2020,22,3,2020,7,3,2020,19,1586,
7863,U001,200744019,TARG llc,2020-04-11 06:57:34.712890625,2020.0,1930700535.0,2020-03-27,2020-04-11,2020-03-27,NAA8,9968.8,67,,,,27,3,2020,11,4,2020,27,3,2020,19,2777,0-15
7864,U001,100021540,MASTER corporation,2020-04-24 21:40:45.742187500,2020.0,1930797120.0,2020-04-16,2020-04-26,2020-04-16,NA10,3119.19,67,,,,16,4,2020,26,4,2020,16,4,2020,9,1774,
7865,U001,200780383,MEIJ foundation,2020-05-03 16:32:34.765625000,2020.0,1930778559.0,2020-04-16,2020-05-01,2020-04-16,NAA8,143808.77,67,,,,16,4,2020,1,5,2020,16,4,2020,19,1850,0-15
7866,U001,200769623,WAL-MAR associates,2020-05-11 11:38:54.953125000,2020.0,1930831637.0,2020-04-29,2020-05-14,2020-04-29,NAH4,825.3,67,,,,29,4,2020,14,5,2020,29,4,2020,32,2976,
7867,U001,200769623,WAL-MAR us,2020-03-30 16:27:39.500000000,2020.0,1930594745.0,2020-03-05,2020-03-20,2020-03-05,NAH4,3024.91,67,,,,5,3,2020,20,3,2020,5,3,2020,32,2985,0-15
7868,U001,200780383,MEIJ ,2020-05-07 13:14:47.011718750,2020.0,1930817973.0,2020-04-23,2020-05-08,2020-04-23,NAA8,49427.88,67,,,,23,4,2020,8,5,2020,23,4,2020,19,1845,
7869,U001,200769623,WAL-MAR associates,2020-05-14 21:16:05.812500000,2020.0,1930842169.0,2020-05-01,2020-05-16,2020-05-01,NAH4,15399.97,67,,,,1,5,2020,16,5,2020,1,5,2020,32,2976,
7870,CA02,140106408,WAL-M foundation,2020-03-21 13:14:50.078125000,2020.0,2960620867.0,2020-03-14,2020-03-24,2020-03-14,CA10,36692.51,67,,,,14,3,2020,24,3,2020,14,3,2020,5,2969,
7871,U001,200769623,WAL-MAR llc,2020-05-18 16:57:14.578125000,2020.0,1930860576.0,2020-05-06,2020-05-21,2020-05-06,NAH4,20072.42,67,,,,6,5,2020,21,5,2020,6,5,2020,32,2982,
7872,U001,200769623,WAL-MAR llc,2020-04-24 12:38:44.500000000,2020.0,1930779184.0,2020-04-12,2020-04-27,2020-04-12,NAH4,46885.52,67,,,,12,4,2020,27,4,2020,12,4,2020,32,2982,
7873,U001,200762950,HAR ,2020-04-28 18:23:45.734375000,2020.0,1930791323.0,2020-04-15,2020-04-30,2020-04-15,NAA8,54262.54,67,,,,15,4,2020,30,4,2020,15,4,2020,19,1216,
7874,U001,200769623,WAL-MAR corp,2020-03-22 18:25:17.078125000,2020.0,1930622151.0,2020-03-10,2020-03-25,2020-03-10,NAH4,1695.68,67,,,,10,3,2020,25,3,2020,10,3,2020,32,2978,
7875,U001,200769623,WAL-MAR in,2020-05-08 14:11:53.726562500,2020.0,1930810995.0,2020-04-25,2020-05-10,2020-04-25,NAH4,26037.33,67,,,,25,4,2020,10,5,2020,25,4,2020,32,2981,
7876,U001,200769623,WAL-MAR trust,2020-04-10 20:21:55.250000000,2020.0,1930718384.0,2020-03-30,2020-04-14,2020-03-30,NAH4,20259.49,67,,,,30,3,2020,14,4,2020,30,3,2020,32,2984,
7877,CA02,140106408,WAL-M systems,2020-03-23 22:55:37.406250000,2020.0,2960621665.0,2020-03-18,2020-03-28,2020-03-18,CA10,44018.0,67,,,,18,3,2020,28,3,2020,18,3,2020,5,2972,
7878,U001,200726979,BJ'S  trust,2020-04-08 12:57:31.605468750,2020.0,1930685765.0,2020-03-24,2020-04-08,2020-03-24,NAA8,276.08,67,,,,24,3,2020,8,4,2020,24,3,2020,19,321,0-15
7879,CA02,140104409,LOB systems,2020-03-21 08:45:14.125000000,2020.0,2960614285.0,2020-03-02,2020-03-14,2020-03-04,CA10,43215.91,67,,,,2,3,2020,14,3,2020,4,3,2020,5,1664,0-15
7880,U001,200769623,WAL-MAR trust,2020-04-23 06:29:44.093750000,2020.0,1930777762.0,2020-04-12,2020-04-27,2020-04-12,NAH4,72213.4,67,,,,12,4,2020,27,4,2020,12,4,2020,32,2984,
7881,U001,200759082,INGL llc,2020-06-16 00:41:13.171875000,2020.0,1930786415.0,2020-04-14,2020-06-18,2020-04-14,NAGD,54847.97,67,,,,14,4,2020,18,6,2020,14,4,2020,31,2905,
7882,U001,200455322,PEA llc,2020-05-20 06:07:46.031250000,2020.0,1930809800.0,2020-04-22,2020-05-22,2020-04-22,NAD5,49215.98,67,,,,22,4,2020,22,5,2020,22,4,2020,28,2083,
7883,U001,200353024,DECA foundation,2020-04-10 01:26:21.406250000,2020.0,1930690620.0,2020-03-24,2020-04-08,2020-03-16,NAM4,2132.08,67,,,,24,3,2020,8,4,2020,16,3,2020,36,726,0-15
7884,CA02,140104409,LOB systems,2020-05-06 07:37:00.406250000,2020.0,2960630402.0,2020-04-21,2020-05-08,2020-04-28,CA10,3431.58,67,,,,21,4,2020,8,5,2020,28,4,2020,5,1664,
7885,U001,200794332,COST us,2020-03-21 04:57:01.228515625,2020.0,1930594262.0,2020-03-06,2020-03-21,2020-03-06,NAAX,20763.21,67,,,,6,3,2020,21,3,2020,6,3,2020,21,623,0-15
7886,U001,200794332,COST llc,2020-05-06 21:52:24.968750000,2020.0,1930800571.0,2020-04-20,2020-05-05,2020-04-20,NAAX,35872.43,67,,,,20,4,2020,5,5,2020,20,4,2020,21,620,0-15
7887,U001,200769623,WAL-MAR associates,2020-04-05 18:41:21.187500000,2020.0,1930671806.0,2020-03-21,2020-04-05,2020-03-21,NAH4,10223.82,67,,,,21,3,2020,5,4,2020,21,3,2020,32,2976,0-15
7888,U001,200769623,WAL-MAR us,2020-03-26 04:11:38.000000000,2020.0,1930576694.0,2020-03-01,2020-03-16,2020-03-01,NAH4,1898.9,67,,,,1,3,2020,16,3,2020,1,3,2020,32,2985,0-15
7889,U001,200769623,WAL-MAR foundation,2020-03-19 16:56:27.296875000,2020.0,1930609455.0,2020-03-06,2020-03-21,2020-03-06,NAH4,11100.56,67,,,,6,3,2020,21,3,2020,6,3,2020,32,2980,
7890,CA02,140106372,G T  systems,2020-03-17 12:13:22.796875000,2020.0,2960617266.0,2020-03-03,2020-03-15,2020-03-05,CA10,32755.06,67,,,,3,3,2020,15,3,2020,5,3,2020,5,1024,0-15
7891,U001,200769623,WAL-MAR systems,2020-03-12 10:13:02.234375000,2020.0,1930576837.0,2020-02-28,2020-03-14,2020-02-28,NAH4,9802.64,67,,,,28,2,2020,14,3,2020,28,2,2020,32,2983,
7892,U001,200761734,H E BUT associates,2020-04-20 18:22:26.365234375,2020.0,1930753717.0,2020-04-06,2020-04-21,2020-04-06,NAA8,63050.75,67,,,,6,4,2020,21,4,2020,6,4,2020,19,1183,
7893,U001,200275115,SHAWS  llc,2020-05-13 19:41:47.921875000,2020.0,1930837341.0,2020-05-01,2020-05-16,2020-05-01,NAA8,59129.68,67,,,,1,5,2020,16,5,2020,1,5,2020,19,2460,
7894,U001,200726979,BJ'S  foundation,2020-04-05 03:05:47.875000000,2020.0,1930654584.0,2020-03-17,2020-04-01,2020-03-17,NAA8,387.7,67,,,,17,3,2020,1,4,2020,17,3,2020,19,317,0-15
7895,U001,200761734,H E BUT ,2020-04-01 09:47:09.644531250,2020.0,1930659103.0,2020-03-17,2020-04-01,2020-03-17,NAA8,118070.28,67,,,,17,3,2020,1,4,2020,17,3,2020,19,1182,0-15
7896,U001,200769623,WAL-MAR associates,2020-04-08 21:45:54.125000000,2020.0,1930708497.0,2020-03-28,2020-04-12,2020-03-28,NAH4,67970.95,67,,,,28,3,2020,12,4,2020,28,3,2020,32,2976,
7897,U001,200726979,BJ'S  ,2020-04-27 12:02:30.187500000,2020.0,1930789420.0,2020-04-15,2020-04-30,2020-04-15,NAA8,199.08,67,,,,15,4,2020,30,4,2020,15,4,2020,19,312,
7898,U001,200726979,BJ'S  llc,2020-05-12 12:44:42.605468750,2020.0,1930828861.0,2020-04-28,2020-05-13,2020-04-28,NAA8,1000.64,67,,,,28,4,2020,13,5,2020,28,4,2020,19,319,
7899,U001,200794332,COST us,2020-04-22 01:33:15.343750000,2020.0,1930725447.0,2020-04-02,2020-04-17,2020-04-02,NAAX,8793.09,67,,,,2,4,2020,17,4,2020,2,4,2020,21,623,0-15
7900,U001,200353024,DECA llc,2020-03-26 09:16:44.125000000,2020.0,1930606752.0,2020-03-05,2020-03-24,2020-03-01,NAM4,23.64,67,,,,5,3,2020,24,3,2020,1,3,2020,36,728,0-15
7901,U001,200769623,WAL-MAR us,2020-04-05 15:59:58.890625000,2020.0,1930683023.0,2020-03-21,2020-04-05,2020-03-21,NAH4,14257.55,67,,,,21,3,2020,5,4,2020,21,3,2020,32,2985,0-15
7902,U001,2013,KRAFT F corp,2020-03-26 23:31:33.273437500,2020.0,1930690004.0,2020-03-26,2020-03-26,2020-03-26,NAX2,9838.08,67,,,,26,3,2020,26,3,2020,26,3,2020,66,1527,0-15
7903,U001,200725421,BEN  in,2020-05-20 20:51:15.695312500,2020.0,1930859418.0,2020-05-07,2020-05-22,2020-05-07,NAA8,29693.74,67,,,,7,5,2020,22,5,2020,7,5,2020,19,2905,
7904,U001,200769623,WAL-MAR trust,2020-04-05 08:43:57.578125000,2020.0,1930691254.0,2020-03-24,2020-04-08,2020-03-24,NAH4,24035.77,67,,,,24,3,2020,8,4,2020,24,3,2020,32,2984,
7905,U001,200020431,DEC systems,2020-03-26 15:06:22.562500000,2020.0,1930599610.0,2020-03-04,2020-03-24,2020-03-01,NAM4,1855.32,67,,,,4,3,2020,24,3,2020,1,3,2020,36,718,0-15
7906,U001,100043936,PAPA JO corp,2020-05-19 16:35:01.609375000,2020.0,1930881021.0,2020-05-11,2020-05-21,2020-05-11,NA10,18145.19,67,,,,11,5,2020,21,5,2020,11,5,2020,9,2044,
7907,U001,200936373,SUPE systems,2020-05-23 05:18:13.000000000,2020.0,1930584427.0,2020-03-02,2020-05-06,2020-03-02,NAGD,3434.53,67,,,,2,3,2020,6,5,2020,2,3,2020,31,2647,16-30
7908,U001,200769623,WAL-MAR systems,2020-04-06 19:46:02.359375000,2020.0,1930689501.0,2020-03-25,2020-04-09,2020-03-25,NAH4,29541.16,67,,,,25,3,2020,9,4,2020,25,3,2020,32,2983,
7909,U001,200776463,KROGE ,2020-03-15 00:30:26.421875000,2020.0,1930584971.0,2020-03-01,2020-03-16,2020-03-01,NAA8,52282.27,67,,,,1,3,2020,16,3,2020,1,3,2020,19,1565,
7910,U001,200406153,JALI associates,2020-03-26 05:00:22.587890625,2020.0,1930635850.0,2020-03-11,2020-03-26,2020-03-11,NAA8,3356.65,67,,,,11,3,2020,26,3,2020,11,3,2020,19,2905,0-15
7911,U001,200353024,DECA us,2020-03-10 11:40:53.656250000,2020.0,1930606170.0,2020-03-05,2020-03-08,2020-03-01,NAM1,11445.71,67,,,,5,3,2020,8,3,2020,1,3,2020,33,731,0-15
7912,CA02,140106408,WAL-M corporation,2020-03-30 04:57:18.875000000,2020.0,2960622676.0,2020-03-20,2020-03-30,2020-03-20,CA10,69867.58,67,,,,20,3,2020,30,3,2020,20,3,2020,5,2968,0-15
7913,U001,200726979,BJ'S  associates,2020-03-22 04:35:18.093750000,2020.0,1930622690.0,2020-03-09,2020-03-24,2020-03-09,NAA8,341.01,67,,,,9,3,2020,24,3,2020,9,3,2020,19,313,
7914,U001,200769623,WAL-MAR foundation,2020-04-27 08:49:37.062500000,2020.0,1930783108.0,2020-04-14,2020-04-29,2020-04-14,NAH4,34320.28,67,,,,14,4,2020,29,4,2020,14,4,2020,32,2980,
7915,U001,200707741,SMART &  associates,2020-04-07 04:18:52.234375000,2020.0,1930699294.0,2020-03-24,2020-04-08,2020-03-24,NAA8,17513.9,67,,,,24,3,2020,8,4,2020,24,3,2020,19,2508,
7916,U001,200769623,WAL-MAR ,2020-03-25 01:40:24.828125000,2020.0,1930631926.0,2020-03-11,2020-03-26,2020-03-11,NAH4,12083.63,67,,,,11,3,2020,26,3,2020,11,3,2020,32,2975,
7917,U001,200759082,INGL trust,2020-04-12 21:53:27.554687500,2020.0,1930723061.0,2020-03-30,2020-04-14,2020-03-30,NAA8,56763.28,67,,,,30,3,2020,14,4,2020,30,3,2020,19,1340,
7918,U001,200803720,DEC trust,2020-05-23 15:48:38.583984375,2020.0,1930861753.0,2020-05-06,2020-05-24,2020-05-01,NAM4,406.26,67,,,,6,5,2020,24,5,2020,1,5,2020,36,719,
7919,U001,200762301,C&S WH corporation,2020-05-28 09:54:23.031250000,2020.0,1930690686.0,2020-03-25,2020-05-29,2020-03-25,NAGD,718.81,67,,,,25,3,2020,29,5,2020,25,3,2020,31,436,
7920,U001,200697207,WA in,2020-05-13 01:51:23.875000000,2020.0,1930838473.0,2020-04-29,2020-05-14,2020-04-29,NAA8,41709.51,67,,,,29,4,2020,14,5,2020,29,4,2020,19,2943,
7921,CA02,140104440,SO corp,2020-04-26 08:02:19.593750000,2020.0,2960626237.0,2020-04-04,2020-04-23,2020-04-13,CA10,73536.19,67,,,,4,4,2020,23,4,2020,13,4,2020,5,2538,0-15
7922,U001,200749782,KROG foundation,2020-05-17 17:47:26.169921875,2020.0,1930853163.0,2020-05-03,2020-05-18,2020-05-03,NAA8,73924.81,67,,,,3,5,2020,18,5,2020,3,5,2020,19,1559,
7923,U001,200592182,DECA co,2020-05-10 16:13:44.937500000,2020.0,1930823324.0,2020-04-24,2020-05-09,2020-04-16,NAM4,1439.93,67,,,,24,4,2020,9,5,2020,16,4,2020,36,723,0-15
7924,U001,200820380,SMITH'S corp,2020-03-21 21:13:45.031250000,2020.0,1930621620.0,2020-03-09,2020-03-24,2020-03-09,NAA8,77340.94,67,,,,9,3,2020,24,3,2020,9,3,2020,19,2519,
7925,U001,200769623,WAL-MAR in,2020-05-01 22:40:25.562500000,2020.0,1930738376.0,2020-04-05,2020-04-20,2020-04-05,NAH4,8032.04,67,,,,5,4,2020,20,4,2020,5,4,2020,32,2981,0-15
7926,U001,200769623,WAL-MAR in,2020-05-08 11:59:54.484375000,2020.0,1930819108.0,2020-04-26,2020-05-11,2020-04-26,NAH4,58167.02,67,,,,26,4,2020,11,5,2020,26,4,2020,32,2981,
7927,U001,200793513,KROGER corporation,2020-03-12 12:11:24.101562500,2020.0,1930581542.0,2020-02-28,2020-03-14,2020-02-28,NAA8,110826.27,67,,,,28,2,2020,14,3,2020,28,2,2020,19,1580,
7928,U001,200722444,PERFOR us,2020-04-12 19:38:40.578125000,2020.0,1930711973.0,2020-03-30,2020-04-14,2020-03-30,NAA8,55306.69,67,,,,30,3,2020,14,4,2020,30,3,2020,19,2104,
7929,U001,200416837,DEC ,2020-03-25 10:30:55.250000000,2020.0,1930599520.0,2020-03-04,2020-03-24,2020-03-01,NAM4,344.16,67,,,,4,3,2020,24,3,2020,1,3,2020,36,710,0-15
7930,U001,200726979,BJ'S  ,2020-05-03 10:21:46.625000000,2020.0,1930779871.0,2020-04-03,2020-04-18,2020-04-03,NAA8,614.21,67,,,,3,4,2020,18,4,2020,3,4,2020,19,312,16-30
7931,U001,200769623,WAL-MAR llc,2020-04-28 05:33:50.984375000,2020.0,1930789515.0,2020-04-15,2020-04-30,2020-04-15,NAH4,20349.71,67,,,,15,4,2020,30,4,2020,15,4,2020,32,2982,
7932,CA02,100010265,WOW FA foundation,2020-03-21 21:36:26.281250000,2020.0,2960618862.0,2020-03-09,2020-03-27,2020-03-17,CA10,18218.02,67,,,,9,3,2020,27,3,2020,17,3,2020,5,2905,
7933,U001,200769623,WAL-MAR us,2020-05-20 12:53:04.890625000,2020.0,1930876282.0,2020-05-08,2020-05-23,2020-05-08,NAH4,17676.81,67,,,,8,5,2020,23,5,2020,8,5,2020,32,2985,
7934,U013,140101682,SUPERVAL foundation,2020-04-10 18:41:48.890625000,2020.0,1991838796.0,2020-03-09,2020-04-08,2020-03-09,NAVE,2593.76,67,,,,9,3,2020,8,4,2020,9,3,2020,56,2905,0-15
7935,U001,100015557,BI foundation,2020-05-11 12:09:22.890625000,2020.0,1930839004.0,2020-04-29,2020-05-14,2020-04-29,NAA8,12466.15,67,,,,29,4,2020,14,5,2020,29,4,2020,19,303,
7936,U001,200353024,DECA corp,2020-05-11 15:45:44.812500000,2020.0,1930811754.0,2020-04-22,2020-05-09,2020-04-16,NAM4,262.67,67,,,,22,4,2020,9,5,2020,16,4,2020,36,724,0-15
7937,U001,200744019,TARG in,2020-04-27 04:10:53.046875000,2020.0,1930768867.0,2020-04-11,2020-04-26,2020-04-11,NAA8,18411.51,67,,,,11,4,2020,26,4,2020,11,4,2020,19,2776,0-15
7938,U001,100044048,CJ  in,2020-06-05 15:08:05.125000000,2020.0,1930837859.0,2020-05-01,2020-05-16,2020-05-01,NAA8,3191.75,67,,,,1,5,2020,16,5,2020,1,5,2020,19,2905,16-30
7939,U001,200772595,SAFEW in,2020-04-27 19:32:48.140625000,2020.0,1930782631.0,2020-04-15,2020-04-30,2020-04-15,NAA8,122686.57,67,,,,15,4,2020,30,4,2020,15,4,2020,19,2389,
7940,U001,200418007,AM associates,2020-04-21 19:11:45.796875000,2020.0,1930739778.0,2020-04-06,2020-04-21,2020-04-06,NAA8,7726.0,67,,,,6,4,2020,21,4,2020,6,4,2020,19,86,0-15
7941,U001,200555117,BURR in,2020-04-03 04:29:27.859375000,2020.0,1930660523.0,2020-03-17,2020-04-01,2020-03-17,NAA8,88760.6,67,,,,17,3,2020,1,4,2020,17,3,2020,19,384,0-15
7942,CA02,140104429,COSTCO corporation,2020-03-29 00:11:36.218750000,2020.0,2960618463.0,2020-03-06,2020-03-24,2020-03-14,CA10,55948.34,67,,,,6,3,2020,24,3,2020,14,3,2020,5,628,0-15
7943,U001,200744019,TARG us,2020-04-07 22:56:22.039062500,2020.0,1930691975.0,2020-03-25,2020-04-09,2020-03-25,NAA8,37903.01,67,,,,25,3,2020,9,4,2020,25,3,2020,19,2780,
7944,CA02,140104409,LOB foundation,2020-04-12 00:42:07.929687500,2020.0,2960624121.0,2020-03-26,2020-04-13,2020-04-03,CA10,63735.12,67,,,,26,3,2020,13,4,2020,3,4,2020,5,1661,
7945,U001,200920735,ALBERT us,2020-04-25 02:24:28.335937500,2020.0,1930775535.0,2020-04-11,2020-04-26,2020-04-11,NAA8,10347.28,67,,,,11,4,2020,26,4,2020,11,4,2020,19,78,
7946,U001,200416837,DEC trust,2020-05-16 06:36:22.312500000,2020.0,1930858920.0,2020-05-05,2020-05-11,2020-05-01,NAM2,11697.45,67,,,,5,5,2020,11,5,2020,1,5,2020,34,719,0-15
7947,U001,200772670,ASSOCIAT associates,2020-04-19 19:23:00.250000000,2020.0,1930727230.0,2020-03-31,2020-04-15,2020-03-31,NAU5,173514.39,67,,,,31,3,2020,15,4,2020,31,3,2020,47,177,0-15
7948,U001,200769623,WAL-MAR foundation,2020-04-11 18:31:31.617187500,2020.0,1930717133.0,2020-03-29,2020-04-13,2020-03-29,NAH4,9166.19,67,,,,29,3,2020,13,4,2020,29,3,2020,32,2980,
7949,U001,200764795,SYSCO  co,2020-04-17 23:18:35.203125000,2020.0,1930637462.0,2020-03-18,2020-04-19,2020-03-18,NA32,9981.98,67,,,,18,3,2020,19,4,2020,18,3,2020,12,2703,
7950,U001,200769623,WAL-MAR corp,2020-04-10 11:53:27.750000000,2020.0,1930598075.0,2020-03-06,2020-03-21,2020-03-06,NAH4,388.75,67,,,,6,3,2020,21,3,2020,6,3,2020,32,2978,16-30
7951,U001,200769623,WAL-MAR co,2020-03-31 08:24:01.687500000,2020.0,1930599769.0,2020-03-05,2020-03-20,2020-03-05,NAH4,3648.12,67,,,,5,3,2020,20,3,2020,5,3,2020,32,2977,0-15
7952,U001,200707822,PUBLI llc,2020-04-13 23:05:59.265625000,2020.0,1930726962.0,2020-03-31,2020-04-15,2020-03-31,NAA8,23754.42,67,,,,31,3,2020,15,4,2020,31,3,2020,19,2208,
7953,U001,200772595,SAFEW foundation,2020-05-02 13:45:44.082031250,2020.0,1930793420.0,2020-04-17,2020-05-02,2020-04-17,NAA8,55418.66,67,,,,17,4,2020,2,5,2020,17,4,2020,19,2388,0-15
